Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,group
prerank,Myc Targets V1,-0.7613175412033788,-3.497017267677022,0.0,0.0,0.0,91/139,14.93%,CBX3;CCT4;TFDP1;HSPE1;GOT2;PA2G4;SRM;TCP1;CDC45;EIF3J;PPM1G;SNRPG;MCM6;C1QBP;SNRPB2;HSP90AB1;HSPD1;SRSF2;CCT5;XPOT;MCM7;SERBP1;EIF2S2;EIF4A1;HNRNPD;TUFM;MCM4;ILF2;IARS1;ODC1;PSMD3;NME1;PSMA4;PABPC4;GSPT1;AIMP2;SLC25A3;TOMM70;PSMD1;VDAC1;CTPS1;SF3B3;DUT;SRPK1;CDK4;NOLC1;APEX1;PRDX3;SNRPD2;TRIM28;EXOSC7;CYC1;MCM5;MAD2L1;RRP9;NDUFAB1;PSMD7;SYNCRIP;TXNL4A;HNRNPC;RNPS1;HDAC2;SRSF7;HNRNPA2B1;HDDC2;EIF4G2;FAM120A;GLO1;PRPF31;PSMC6;IMPDH2;RFC4;CDC20;CAD;ABCE1;EIF4E;MYC;HPRT1;EEF1B2;EPRS1;UBA2;KPNA2;HNRNPA3;RAD23B;VBP1;VDAC3;PSMD14;CANX;USP1;H2AZ1;DHX15,magnitude_control
prerank,Myc Targets V2,-0.8200286915045989,-2.9501426715904664,0.0,0.0,0.0,27/34,11.52%,CBX3;HSPE1;PA2G4;SRM;HSPD1;DCTPP1;MCM4;PRMT3;AIMP2;PUS1;NDUFAF4;NIP7;CDK4;IMP4;NOLC1;PPRC1;MCM5;TBRG4;RRP9;TFB2M;RABEPK;SLC29A2;PLK1;MYC;TMEM97;SLC19A1;SUPV3L1,magnitude_control
prerank,Unfolded Protein Response,-0.6662743822566699,-2.884789532308081,0.0,0.0,0.0,43/88,12.98%,PSAT1;SLC7A5;LSM4;CHAC1;EIF4EBP1;XPOT;PREB;EIF4A1;MTREX;SRPRB;DKC1;EIF4G1;IARS1;WIPI1;SPCS3;ATF4;PDIA6;HSPA5;FUS;SERP1;XBP1;NOLC1;SLC1A4;SRPRA;MTHFD2;SPCS1;SSR1;RRP9;HSPA9;HSP90B1;PDIA5;IFIT1;DNAJA4;KHSRP;EIF4E;LSM1;YIF1A;CEBPG;NFYB;PAIP1;DNAJC3;HYOU1;EXOSC9,magnitude_control
prerank,mTORC1 Signaling,-0.5546961653198047,-2.6982759428384386,0.0,0.0,0.0,77/176,10.82%,FADS2;CORO1A;PSAT1;SLC1A5;SLC7A5;LGMN;HSPE1;SDF2L1;INSIG1;SCD;EBP;FADS1;CCT6A;CYP51A1;PSMG1;HSPD1;DDX39A;ATP2A2;HMBS;ARPC5L;SLC7A11;UCHL5;EIF2S2;GOT1;DHCR24;EEF1E1;UBE2D3;ABCF2;PSMA3;MCM4;IMMT;TRIB3;PSMA4;PSME3;PRDX1;HMGCS1;CTH;CYB5B;HSPA5;ADIPOR2;HSPA4;TOMM40;TUBA4A;PNP;SERP1;XBP1;PSPH;PNO1;SLC1A4;ACSL3;MTHFD2;SSR1;RRM2;RRP9;NAMPT;HSPA9;CDC25A;TXNRD1;HSP90B1;IDI1;PSMC2;STIP1;PSMD12;ACLY;PSMC6;RPN1;POLR3G;WARS1;PLK1;HPRT1;ELOVL6;RAB1A;YKT6;TMEM97;EPRS1;PHGDH;DHCR7,magnitude_control
prerank,E2F Targets,-0.519530545542394,-2.4966872261541115,0.0,0.0,0.0,82/182,20.22%,PA2G4;MYBL2;MCM6;DDX39A;CKS2;PRKDC;SRSF2;MCM7;PAICS;PRPS1;HNRNPD;DCTPP1;EED;SSRP1;MCM4;SMC1A;UBE2S;NME1;TRIP13;LYAR;DEPDC1;GSPT1;EXOSC8;DSCC1;LBR;CTPS1;DUT;DNMT1;CDK4;NOLC1;TUBB;MTHFD2;MCM5;POP7;TBRG4;MAD2L1;RRM2;CSE1L;HMMR;CDC25A;SYNCRIP;RFC3;BIRC5;RFC1;CDC20;RNASEH2A;ASF1A;MCM3;PLK1;MYC;ILF3;LMNB1;KPNA2;UBE2T;CNOT9;SMC4;TUBG1;TMPO;GINS1;ANP32E;RFC2;EZH2;USP1;H2AZ1;MMS22L;POLD1;MKI67;XPO1;AURKA;SNRPB;MLH1;MSH2;ASF1B;CHEK1;POLD3;MELK;TRA2B;BRCA1;POLA2;DLGAP5;NUP107;CDKN3,magnitude_control
prerank,p53 Pathway,0.5260183013808124,2.310707561002588,0.0,0.0,0.0,65/158,15.09%,SESN1;FDXR;RNF19B;ZMAT3;BAX;MDM2;PRKAB1;CDKN1A;TRAFD1;IRAG2;ISCU;TAP1;NINJ1;PRMT2;DDB2;FAS;ZFP36L1;IER5;HINT1;PHLDA3;VDR;FOXO3;POLH;PLXNB2;VAMP8;BTG2;CTSD;KIF13B;SAT1;DRAM1;RRAD;S100A10;TCN2;RALGDS;MKNK2;IP6K2;MXD4;DEF6;STOM;NDRG1;PITPNC1;ABHD4;MXD1;CCNG1;TM7SF3;DGKA;HDAC3;PDGFA;IFI30;H2AJ;AEN;SLC35D1;ADA;PLK2;JUN;COQ8A;BTG1;BLCAP;TNFSF9;CYFIP2;PTPN14;VWA5A;FBXW7;BAK1;DCXR,magnitude_control
prerank,G2-M Checkpoint,-0.4730832695647593,-2.2621846088452866,0.0,0.0,0.0,66/173,17.71%,SLC7A5;TFDP1;CDC45;MYBL2;SLC7A1;MCM6;UCK2;DDX39A;CKS2;SRSF2;HNRNPD;HIRA;SFPQ;SLC38A1;DKC1;SMC1A;ODC1;UBE2S;E2F4;GINS2;GSPT1;LBR;CDC6;AMD1;CDK4;NOLC1;MCM5;MAD2L1;HMMR;CDC25A;SYNCRIP;DTYMK;DBF4;BIRC5;TGFB1;CDC20;MCM3;PLK1;MYC;ILF3;CENPA;DR1;PRMT5;LMNB1;KPNA2;EWSR1;MTF2;SRSF10;RAD23B;SMC4;TMPO;CUL4A;EZH2;H2AZ1;TPX2;MKI67;MNAT1;XPO1;CCNF;AURKA;SQLE;CHEK1;PBK;CDC27;CHAF1A;POLQ,magnitude_control
prerank,Hypoxia,0.5279877969055383,2.2502848312126402,0.0,0.0,0.0,59/133,21.91%,BNIP3L;NFIL3;PNRC1;CXCR4;ENO2;PLAC8;CDKN1A;CCNG2;KDM3A;KLHL24;MYH9;ISG20;FOXO3;CDKN1B;ALDOC;HEXA;MT2A;MXI1;ATP7A;PFKFB3;MIF;ZNF292;WSB1;RRAGD;KLF6;ERO1A;NDRG1;BHLHE40;PRKCA;BCL2;CAVIN1;SLC2A3;AMPD3;P4HA2;ANKZF1;NAGK;JMJD6;JUN;AK4;BTG1;IRS2;SERPINE1;MAP3K1;P4HA1;IDS;ZFP36;PDK3;NR3C1;TIPARP;ENO1;PDK1;GBE1;EXT1;MAFF;SAP30;PIM1;CAV1;ENO3;GAA,magnitude_control
prerank,Interferon Alpha Response,0.5335068038810755,2.138264714835008,0.0,0.0,0.0,50/90,22.37%,GBP2;TMEM140;TRAFD1;CASP8;TAP1;PSME1;GBP4;ISG20;NUB1;ADAR;PARP9;IRF9;LY6E;IRF7;PARP14;CD47;SP110;MX1;UBE2L6;SAMD9L;IRF1;STAT2;LAMP3;IFIH1;SELL;SAMD9;PLSCR1;MOV10;USP18;IFI44L;HERC6;IRF2;IFI30;IFITM2;CMTR1;PSMB9;HELZ2;TRIM14;LPAR6;EPSTI1;IL4R;OAS1;TXNIP;IFI35;UBA7;TRIM21;TDRD7;EIF2AK2;ISG15;IFITM3,magnitude_control
prerank,Oxidative Phosphorylation,-0.4226242748771351,-2.055103083726731,0.0,0.0001362003507159031,0.001,70/176,17.69%,CYCS;TIMM10;TIMM13;TOMM22;GOT2;SLC25A5;FH;FXN;LDHB;AFG3L2;DLAT;IMMT;ATP5PB;SLC25A3;TOMM70;NDUFA8;VDAC1;SLC25A4;NDUFC2;PRDX3;CYC1;UQCRFS1;NDUFS1;NDUFAB1;HSPA9;TIMM17A;ATP5F1C;ETFA;TIMM50;NDUFB3;SDHB;NDUFB7;ACADM;ATP5F1B;HSD17B10;ACO2;AIFM1;PDHA1;COX7A2L;IDH3A;OXA1L;ATP5MC3;GLUD1;IDH3B;MTRR;NDUFS6;ATP5ME;SUPV3L1;DLD;TIMM9;NDUFC1;CPT1A;LRPPRC;VDAC3;MTX2;NDUFV2;ACAT1;NDUFB6;MTRF1;HCCS;SLC25A12;NDUFS3;UQCR10;POR;ATP5F1D;ATP5PD;ATP6V1E1;TIMM8B;COX10;ATP5MF,magnitude_control
prerank,Interferon Gamma Response,0.458701879316793,2.0260196922179694,0.0,0.00025606803650133464,0.001,77/172,22.37%,STAT3;CDKN1A;TRAFD1;CASP8;TAP1;PSME1;GBP4;ZNFX1;FAS;ISG20;PTPN1;STAT1;CD69;ADAR;IL10RA;IRF9;MVP;LY6E;IRF7;PARP14;NLRC5;VAMP8;JAK2;MT2A;SOCS3;ARID5B;SP110;MX1;VAMP5;SOD2;UBE2L6;SAMD9L;IRF1;TAPBP;STAT2;IFIH1;CD274;HIF1A;NCOA3;PLSCR1;USP18;IFI44L;SECTM1;HERC6;IFNAR2;PML;ST8SIA4;IRF2;IFI30;CD38;BTG1;IFITM2;CMTR1;PSMB9;HELZ2;FGL2;TRIM14;C1R;XCL1;OAS3;EPSTI1;IL4R;RAPGEF6;TXNIP;IFI35;TRIM21;XAF1;GPR18;PIM1;TDRD7;IRF5;EIF2AK2;OAS2;CD40;ICAM1;ISG15;IFITM3,magnitude_control
prerank,Androgen Response,-0.4662064635716868,-1.9944820408598138,0.0,0.00023835061375283043,0.002,22/74,9.53%,PA2G4;INSIG1;SCD;FADS1;UAP1;DHCR24;SLC38A2;SPCS3;ACTN1;HMGCS1;ANKH;ADRM1;SMS;SGK1;ACSL3;GPD1L;HPGD;SRF;IDI1;UBE2J1;TPD52;DBI,magnitude_control
prerank,Apoptosis,0.4407899934583275,1.8640108889520635,0.0,0.0016388354336085418,0.008,36/129,13.98%,BNIP3L;FDXR;BAX;ENO2;CDKN1A;CASP8;TAP1;LEF1;PPT1;FAS;ISG20;BMF;SATB1;SPTAN1;CD69;PSEN1;PDCD4;H1-0;CDKN1B;BTG2;SAT1;GSN;BCL2L11;SOD2;BCL2L1;IRF1;BTG3;ADD1;SQSTM1;CLU;CD38;GPX4;JUN;HMGB2;CREBBP;PPP2R5B,magnitude_control
prerank,TNF-alpha Signaling via NF-kB,0.42867808276292907,1.8629597072186586,0.0,0.0013656961946737847,0.008,60/161,19.08%,NFIL3;PNRC1;RNF19B;PER1;CDKN1A;TAP1;NINJ1;DUSP5;SMAD3;IER5;CD69;REL;BCL6;LITAF;BTG2;TANK;SOCS3;SAT1;DRAM1;PFKFB3;SOD2;ID2;IRF1;BTG3;KLF6;IFIH1;BHLHE40;CCNL1;SQSTM1;MXD1;DUSP2;TNIP2;SLC2A3;JAG1;KDM6B;TRIB1;IL7R;PLK2;PTGER4;JUN;SPSB1;BTG1;BCL3;SERPINB8;IRS2;SERPINE1;TNFSF9;TGIF1;ZFP36;TNIP1;EGR2;DNAJB4;DENND5A;TIPARP;TRIP10;NR4A1;STAT5A;EGR3;IFNGR2;NFAT5,magnitude_control
prerank,Myogenesis,0.409930121697796,1.6678677265712032,0.001567398119122257,0.008779475537188617,0.059,30/96,21.91%,CDKN1A;AGRN;HDAC5;LSP1;MYH9;SPTAN1;BAG1;PLXNB2;RIT1;MEF2D;FOXO4;GSN;BHLHE40;FLII;CLU;LPIN1;NQO1;SVIL;CFD;DENND2B;APOD;SH2B1;EIF4A2;AK1;DAPK2;SYNGR2;CHRNB1;ITGB1;ENO3;GAA,magnitude_control
prerank,Complement,0.37583723701149985,1.616185640716943,0.0014265335235378032,0.017156558445589422,0.122,45/138,20.11%,CTSB;DUSP5;PSEN1;DOCK10;CALM3;IRF7;GNB2;CBLB;LAMP2;JAK2;FYN;CTSD;ERAP2;SPOCK2;GPD2;CD59;IRF1;CD55;PIK3CG;CTSS;PIK3R5;RASGRP1;PLSCR1;CLU;IRF2;CD46;CPQ;ANXA5;GNG2;SERPINE1;GZMK;SRC;GNAI2;DOCK9;PSMB9;TMPRSS6;C1R;CTSC;F8;PIK3CA;PRCP;ZEB1;KLK1;MAFF;PIM1,magnitude_control
prerank,heme Metabolism,0.3577499309974963,1.5543982047322267,0.0,0.02845200405570385,0.218,52/147,23.17%,BNIP3L;YPEL5;CTSB;NEK7;RIOK3;CCDC28A;TNRC6B;LPIN2;ABCB6;OPTN;FOXO3;H1-0;LAMP2;BTG2;ACP5;BSG;EZH1;NARF;MXI1;RNF19A;RBM5;ADD1;TOP1;LRP10;MGST3;CAST;P4HA2;VEZF1;SYNJ1;PPP2R5B;DCAF11;HTRA2;FBXO7;NR3C1;BLVRA;FOXJ2;TSPAN5;HAGH;AQP3;NCOA4;KDM7A;MOSPD1;MKRN1;TENT5C;TFDP2;BACH1;DMTN;BLVRB;FBXO34;ALAD;OSBP2;SDCBP,magnitude_control
prerank,Cholesterol Homeostasis,-0.38663694731986803,-1.5458485129693038,0.002785515320334262,0.01589004091685536,0.137,21/63,11.99%,FADS2;LGMN;SCD;FABP5;EBP;FASN;CYP51A1;ACTG1;TRIB3;HMGCS1;CBS;NSDHL;FDFT1;IDI1;PCYT2;FDPS;PMVK;TMEM97;MVD;DHCR7;ACSS2,magnitude_control
prerank,DNA Repair,-0.3412856588903635,-1.5450429066480715,0.003125,0.014301036825169824,0.137,40/115,19.59%,GTF2H3;FEN1;ALYREF;APRT;SSRP1;NME1;NME4;SF3A3;PNP;DUT;ADRM1;GTF2A2;ERCC2;SEC61A1;ERCC8;SUPT4H1;POLR2K;RFC3;IMPDH2;RFC4;HPRT1;TMED2;RAE1;POLR2C;RAD51;TAF13;AAAS;RFC2;ERCC1;TARBP2;POLD1;ERCC4;ITPA;POLR2I;TAF9;POLD3;RFC5;PRIM1;POLA2;DDB1,magnitude_control
prerank,TGF-beta Signaling,0.43187083075899724,1.5240107780280256,0.017857142857142856,0.034313116891178844,0.276,16/42,22.18%,SMAD3;ARID4B;NCOR2;ACVR1;ID2;BMPR2;PPM1A;ID3;SERPINE1;PPP1CA;TGIF1;SPTBN1;IFNGR2;SKI;JUNB;CDK9,magnitude_control
prerank,UV Response Dn,0.3788180885860687,1.52265439354628,0.012195121951219513,0.031566205226891804,0.279,26/94,14.71%,NEK7;SMAD3;IGF1R;AKT3;CDKN1B;FYN;ATXN1;ANXA4;DYRK1A;NIPBL;ATP2B4;TGFBR2;ABCC1;ATRX;BHLHE40;PRKCA;PTPRM;PHF3;SCAF8;PIK3CD;DBP;PRKAR2B;SERPINE1;INPP4B;ACVR2A;PIAS3,magnitude_control
prerank,Mitotic Spindle,0.33538397671301023,1.4760107998991499,0.005738880918220947,0.044470482339065115,0.4,51/172,22.61%,SUN2;STAU1;WASF2;NUMA1;RICTOR;MYH9;AKAP13;PCGF5;SPTAN1;ARL8A;CEP192;TIAM1;PCM1;CLASP1;GSN;ATG4B;BCL2L11;TLK1;ABI1;SMC3;HDAC6;CEP250;ARHGEF7;ARHGAP5;SEPTIN9;ARF6;NUSAP1;FLNA;MYH10;ARHGEF2;HOOK3;NCK2;CD2AP;CLIP1;CSNK1D;SPTBN1;DOCK2;FSCN1;RHOF;RAPGEF6;KIF3B;TOP2A;KNTC1;WASL;CCDC88A;MAP1S;NOTCH2;CEP57;KIF22;NEDD9;INCENP,magnitude_control
prerank,Fatty Acid Metabolism,-0.321792378290925,-1.4670635886778,0.0029239766081871343,0.024268426127560916,0.24,31/117,15.21%,FASN;FH;HSP90AA1;DHCR24;ODC1;ADSL;HSPH1;HMGCS1;ADIPOR2;NSDHL;SMS;APEX1;HPGD;IDI1;NTHL1;ALDH3A2;ACADM;HSD17B10;ACO2;PDHA1;IDH3B;HADH;NCAPH2;DLD;SUCLG2;CPT1A;UROS;RAP1GDS1;UROD;H2AZ1;HCCS,magnitude_control
prerank,Inflammatory Response,0.33362609719216135,1.4066990410196591,0.014771048744460856,0.07563855847424039,0.613,34/123,14.53%,CDKN1A;EBI3;CD69;PSEN1;IL10RA;LY6E;IRF7;BTG2;CCR7;IRF1;ITGA5;CD55;KLF6;ABI1;NOD2;TAPBP;LAMP3;PIK3R5;SELL;HIF1A;PTGIR;MXD1;GABBR1;RASGRP1;IL18R1;EMP3;IFNAR1;IL7R;PTGER4;IL18RAP;SERPINE1;TNFSF9;SLAMF1;ACVR2A,magnitude_control
prerank,PI3K/AKT/mTOR  Signaling,0.3468304340550955,1.3942346674705384,0.0380517503805175,0.07791784539254897,0.655,25/89,14.76%,CXCR4;PLCG1;CDKN1A;SMAD2;CAMK4;RIT1;TIAM1;CDKN1B;TBK1;MKNK2;STAT2;SQSTM1;PRKCB;MAPK1;RALB;TRAF2;GRK2;MKNK1;DUSP3;AP2M1;PPP1CA;ACTR3;ARPC3;AKT1S1;ITPR2,magnitude_control
prerank,Allograft Rejection,0.3199253108722432,1.3786547046903492,0.01867816091954023,0.08330746787510088,0.708,34/137,12.77%,CD3E;GBP2;CD7;FYB1;TAP1;FAS;LY75;STAT1;ITK;CD96;IRF7;CD47;DARS1;JAK2;SRGN;IKBKB;CD3D;ITGAL;ABI1;TAPBP;CTSS;HIF1A;PRKCB;ITGB2;SOCS5;IFNAR2;ST8SIA4;CD247;TRAF2;FLNA;GLMN;IL18RAP;CD79A;BCL3,magnitude_control
prerank,IL-6/JAK/STAT3 Signaling,0.35205020671751863,1.3268166139263051,0.0549618320610687,0.1211201812651313,0.851,16/67,12.34%,STAT3;FAS;PTPN1;STAT1;EBI3;IRF9;SOCS3;IRF1;TYK2;STAT2;PIK3R5;IL18R1;IL10RB;IFNAR1;CD38;JUN,magnitude_control
prerank,Estrogen Response Late,-0.28022208063630516,-1.2722298810247794,0.06069364161849711,0.10328526595955985,0.696,31/119,13.12%,SLC7A5;FABP5;IL17RB;GINS2;CDC6;XBP1;SLC16A1;FDFT1;SLC1A4;SGK1;IMPA2;MYB;SNX10;NXT1;RABEP1;MOCS2;MYOF;ALDH3A2;KCNK5;OPN3;CDC20;RNASEH2A;HPRT1;RBBP8;DNAJC12;GALE;DHCR7;SCARB1;SLC27A2;PRSS23;SLC29A1,magnitude_control
prerank,Glycolysis,-0.26878450009052834,-1.2676803890109913,0.038348082595870206,0.09864048476847904,0.713,43/142,20.12%,GOT2;GMPPB;GOT1;PRPS1;ME2;CLN6;COG2;DEPDC1;CTH;POLR3K;HSPA5;NSDHL;GFPT1;PGAM1;HAX1;PMM2;PAXIP1;HMMR;SLC25A10;FUT8;HDLBP;ALG1;NANP;GALE;CENPA;NT5E;HOMER1;DLD;NDUFV3;GMPPA;DDIT4;AURKA;FKBP4;SRD5A3;GLCE;GALK1;B4GALT7;ECD;COPB2;SLC37A4;ALDH9A1;GCLC;GNE,magnitude_control
prerank,Coagulation,0.34442633725207034,1.2580525459320346,0.12479740680713128,0.1955757285843135,0.945,16/54,20.00%,CTSB;ISCU;GNB2;LAMP2;FYN;GSN;CLU;CPQ;SERPINE1;USP11;CFD;TMPRSS6;C1R;F8;MAFF;ANXA1,magnitude_control
prerank,Adipogenesis,-0.2619980097056229,-1.249662850289591,0.057432432432432436,0.10562337198018286,0.757,35/153,12.03%,SLC1A5;COQ3;PREB;ATP1B3;DLAT;IMMT;PPP1R15B;ESRRA;CHUK;ADIPOR2;PRDX3;CYC1;COQ9;NDUFAB1;SLC25A10;ARL4A;ACLY;SDHB;SAMM50;NDUFB7;ACADM;ACO2;AIFM1;PEMT;ELOVL6;IDH3A;MTCH2;DHCR7;SLC5A6;SLC19A1;HADH;NMT1;DLD;BCL2L13;SCARB1,magnitude_control
prerank,Wnt-beta Catenin Signaling,0.358863287355164,1.1583581166833823,0.25041736227045075,0.3633320917913382,0.994,6/30,11.46%,LEF1;HDAC5;MAML1;NCOR2;JAG1;NUMB,magnitude_control
prerank,Protein Secretion,0.2890839718173776,1.1373825857618243,0.24486571879936808,0.3896546879645572,0.998,20/77,17.77%,PPT1;ERGIC3;STX16;LAMP2;STX7;ATP7A;VPS45;AP3S1;STAM;MAPK1;GALC;SEC31A;AP2M1;RAB9A;VAMP4;MON2;AP2B1;CD63;COPE;CTSC,magnitude_control
prerank,Hedgehog Signaling,0.386047982032101,1.1251285494532293,0.27887788778877887,0.3983906511887764,0.998,6/18,20.99%,DPYSL2;MYH9;PML;LDB1;ADGRG1;L1CAM,magnitude_control
prerank,KRAS Signaling Up,0.2662886301179621,1.1135826577719417,0.24742268041237114,0.40624584305135547,0.999,30/110,21.37%,CXCR4;LAPTM5;ADAM8;SATB1;IL10RA;CD37;RABGAP1L;ID2;CCSER2;ERO1A;CTSS;MPZL2;ITGB2;TRIB1;IL7R;MAP3K1;VWA5A;SDCCAG8;GADD45G;ZNF277;PCSK1N;DOCK2;PRDM1;PDCD1LG2;APOD;PTBP2;LCP1;TRAF1;KCNN4;STRN,magnitude_control
prerank,Apical Junction,0.2650109719720341,1.093967172496022,0.2949526813880126,0.43075299522006333,0.999,34/106,26.48%,PLCG1;FYB1;MYH9;AKT3;CD99;TMEM8B;MDK;EVL;CD274;RAC2;MPZL2;AMIGO2;MYH10;SRC;GNAI2;MSN;JAM3;FSCN1;RHOF;CERCAM;WASL;TRAF1;PBX2;LIMA1;ITGB1;ICAM1;CNN2;MAP3K20;PECAM1;CTNND1;NLGN2;MAPK11;STX4;EPB41L2,magnitude_control
prerank,Estrogen Response Early,0.26015951231117723,1.0901788069934892,0.2844175491679274,0.4206195834356706,0.999,38/116,23.33%,KDM4B;IGF1R;BAG1;TIAM1;JAK2;DHRS3;UNC119;NCOR2;TMPRSS3;INPP5F;UGCG;DYNLT3;IGFBP4;AFF1;BHLHE40;MINDY1;RASGRP1;AMFR;BCL2;ADCY1;MUC1;CISH;TGIF2;MICB;SVIL;NBL1;SLC37A1;MED13L;TIPARP;EGR3;AQP3;SEC14L2;MAPT;SNX24;CANT1;BLVRB;SH3BP5;ABHD2,magnitude_control
prerank,Spermatogenesis,-0.2562245465155125,-1.0517008112597575,0.3521505376344086,0.3593691653756009,0.992,15/64,16.43%,PSMG1;IDE;ARL4A;DBF4;RFC4;DMC1;TSN;IFT88;PRKAR2A;VDAC3;NEFH;GMCL1;EZH2;STRBP;AURKA,magnitude_control
prerank,KRAS Signaling Dn,0.27429453969027906,1.027947525025758,0.41158059467918623,0.5513144825873735,1.0,24/64,26.00%,BTG2;YPEL1;MX1;ASB7;IFI44L;IDUA;NUDT11;MAST3;COQ8A;PDK2;PLAG1;SLC25A23;DLK2;CLSTN3;TG;CCDC106;TENT5C;CPEB3;CDKAL1;NR4A2;DTNB;LYPD3;MACROH2A2;NR6A1,magnitude_control
prerank,Reactive Oxygen Species Pathway,0.2883699152924936,1.016903494896857,0.4255663430420712,0.558883853746353,1.0,9/44,12.44%,LSP1;CDKN2D;FTL;SOD2;ABCC1;LAMTOR5;PDLIM1;GPX4;NQO1,magnitude_control
prerank,IL-2/STAT5 Signaling,0.22945469983700012,1.0026747465656216,0.44508670520231214,0.574143932918531,1.0,37/169,15.42%,NFIL3;CDC42SE2;GBP4;TNFRSF18;IGF1R;IL10RA;PLEC;RABGAP1L;FLT3LG;TIAM1;DHRS3;ANXA4;RRAGD;BCL2L1;KLF6;BMPR2;NDRG1;BHLHE40;SELL;SYT11;NCOA3;MXD1;BCL2;PLSCR1;IL18R1;SLC2A3;MUC1;GPX4;TNFRSF4;APLP1;AGER;P4HA1;CISH;LRRC8C;DENND5A;FGL2;CTSZ,magnitude_control
prerank,UV Response Up,0.23483451851088996,0.9853563965246369,0.4954954954954955,0.5962401969913299,1.0,33/112,24.20%,ENO2;TAP1;PPT1;MGAT1;CDC34;BTG2;BSG;RRAD;BCL2L11;SOD2;KLHDC3;IRF1;BTG3;SQSTM1;RASGRP1;DLG4;RXRB;BTG1;GGH;BAK1;NR4A1;NPTXR;GRINA;SELENOW;AQP3;PRPF3;JUNB;ICAM1;CYP1A1;ALAS1;C4BPB;CLCN2;TMBIM6,magnitude_control
prerank,Apical Surface,0.32333863583256695,0.9595860065555412,0.5136054421768708,0.6374630862960368,1.0,9/22,25.78%,TMEM8B;FLOT2;MAL;MDGA1;AKAP7;SULF2;GSTM3;LYPD3;PLAUR,magnitude_control
prerank,Bile Acid Metabolism,0.24946866623700836,0.9502904610334962,0.5426229508196722,0.6376270707529097,1.0,6/69,3.85%,FDXR;ABCA5;ABCD2;OPTN;IDH2;ATXN1,magnitude_control
prerank,Pperoxisome,-0.22133447789108895,-0.944180846937008,0.5773809523809523,0.5896198307710643,1.0,22/80,21.51%,FADS1;DHCR24;CLN6;PRDX1;SLC25A4;CTPS1;ITGB1BP1;IDE;IDI1;FDPS;SLC27A2;ERCC1;PEX2;TSPO;MSH2;SLC25A17;ECI2;ALDH9A1;HSD17B4;SLC25A19;FIS1;ACSL4,magnitude_control
prerank,Epithelial Mesenchymal Transition,0.23288124163195176,0.9393212813499977,0.5842185128983308,0.6422869203550811,1.0,34/92,31.70%,ENO2;FAS;SAT1;CD59;ID2;ITGA5;IGFBP4;SGCB;ACTA2;EMP3;FLNA;JUN;APLP1;SERPINE1;LGALS1;SERPINH1;PCOLCE;NOTCH2;ITGB1;CAPG;GADD45A;PLAUR;ITGAV;LOXL2;PDLIM4;DST;CD44;IL15;EFEMP2;TPM2;ANPEP;SDC4;TIMP1;MAGEE1,magnitude_control
prerank,Notch Signaling,0.331808941924477,0.9296025935941997,0.5645756457564576,0.6433089897652884,1.0,7/17,22.78%,PRKCA;JAG1;MAML2;RBX1;SAP30;NOTCH2;TCF7L2,magnitude_control
prerank,Xenobiotic Metabolism,0.2157370193555526,0.8964350731147714,0.6715976331360947,0.6977533909615743,1.0,33/118,24.20%,NINJ1;MARCHF6;ECH1;ABCD2;FAS;LPIN2;DDT;SPINT2;MT2A;ID2;DHPS;IGFBP4;CSAD;SLC35D1;DHRS1;NQO1;SERPINE1;CYFIP2;DCXR;DDAH2;PMM1;ACP2;DHRS7;PINK1;BLVRB;CYP1A1;ALAS1;PTGR1;SLC46A3;HSD11B1;PSMB10;TNFRSF1A;TMBIM6,magnitude_control
prerank,Angiogenesis,0.32218647227813363,0.8814638507044662,0.605,0.7086100937364206,1.0,3/15,9.64%,LRPAP1;JAG1;PDGFA,magnitude_control
